ECG_VALUE,ECG_TIME,BPM_VALUE,BPM_TIME,AUX_VALUE,AUX_TIME,PPG_VALUE,PPG_TIME
2011,863051,-4.865679999999999,863051,51,863051,62973,863049,
2097,863071,-5.0194399999999995,863071,51,863071,62974,863072,
2285,863117,-4.94256,863117,51,863117,62228,863112,
2322,863119,-4.94256,863119,53,863119,62212,863119,
2034,863131,-4.94256,863131,51,863131,62056,863131,
1915,863141,-4.94256,863141,51,863141,62016,863141,
1837,863147,-4.865679999999999,863147,50,863147,62016,863141,
1844,863149,-4.865679999999999,863149,51,863149,61987,863149,
1896,863161,-4.94256,863161,50,863161,61964,863161,
1718,863169,-4.94256,863169,51,863169,61965,863169,
1840,863191,-4.94256,863191,50,863191,61949,863191,
2012,863221,-4.865679999999999,863221,51,863221,61978,863221,
2061,863227,-4.865679999999999,863227,52,863227,61978,863221,
2095,863231,-4.94256,863231,51,863231,61996,863231,
2073,863237,-4.865679999999999,863237,51,863237,61996,863231,
2055,863239,-4.865679999999999,863239,51,863239,62020,863239,
2190,863279,-4.94256,863279,52,863279,62104,863279,
2176,863281,-4.865679999999999,863281,52,863281,62083,863281,
1993,863287,-4.7888,863287,51,863287,62083,863281,
2128,863301,-4.94256,863301,51,863301,62197,863301,
1940,863307,-4.865679999999999,863307,51,863307,62197,863301,
2139,863326,-4.865679999999999,863326,51,863326,62258,863320,
2115,863341,-5.0194399999999995,863341,51,863341,62325,863340,
2172,863357,-4.865679999999999,863357,51,863357,62333,863357,
2072,863371,-4.865679999999999,863371,51,863371,62349,863369,
2020,863389,-4.865679999999999,863389,51,863389,62316,863389,
2112,863395,-4.865679999999999,863395,51,863395,62316,863389,
2134,863397,-4.865679999999999,863397,51,863397,62280,863397,
2136,863399,-4.94256,863399,50,863399,62288,863399,
2025,863415,-4.865679999999999,863415,51,863415,62260,863409,
2083,863455,-4.865679999999999,863455,51,863455,62273,863449,
2004,863469,-4.865679999999999,863469,51,863469,62282,863469,
2042,863471,-4.865679999999999,863471,51,863471,62282,863469,
2205,863475,-4.865679999999999,863475,51,863475,62282,863469,
2109,863515,-4.865679999999999,863515,52,863515,62364,863516,
2285,863519,-4.865679999999999,863519,52,863519,62414,863519,
2333,863521,-4.865679999999999,863521,52,863521,62367,863522,
2214,863525,-4.94256,863525,51,863525,62367,863522,
2080,863527,-4.865679999999999,863527,52,863527,62450,863527,
1949,863529,-4.94256,863529,51,863529,62450,863527,
2170,863545,-4.865679999999999,863545,51,863545,62474,863546,
2118,863547,-4.865679999999999,863547,51,863547,62474,863546,
2076,863549,-4.94256,863549,50,863549,62470,863549,
2057,863567,-4.865679999999999,863567,51,863567,62521,863562,
2108,863601,-4.94256,863601,51,863601,62661,863601,
1940,863607,-5.0194399999999995,863607,52,863607,62661,863601,
2086,863641,-4.865679999999999,863641,51,863641,62756,863641,
2072,863649,-4.94256,863649,51,863649,62777,863649,
2096,863651,-4.865679999999999,863651,51,863651,62771,863651,
2129,863661,-4.94256,863661,51,863661,62793,863661,
1909,863669,-4.865679999999999,863669,52,863669,62779,863669,
2692,863707,-4.865679999999999,863707,51,863707,62767,863701,
1689,863721,-4.94256,863721,51,863721,62807,863721,
981,863727,-4.94256,863727,51,863727,62807,863721,
982,863729,-4.865679999999999,863729,51,863729,62825,863729,
1872,863771,-5.0194399999999995,863771,51,863771,62878,863771,
2211,863781,-4.865679999999999,863781,52,863781,62899,863780,
2061,863785,-4.94256,863785,51,863785,62899,863780,
2181,863801,-4.94256,863801,51,863801,62905,863800,
2108,863807,-4.865679999999999,863807,52,863807,62918,863808,
1976,863825,-4.865679999999999,863825,51,863825,62926,863819,
2102,863845,-4.865679999999999,863845,52,863845,63009,863839,
1864,863849,-5.0194399999999995,863849,51,863849,63030,863849,
2258,863895,-4.94256,863895,52,863895,63019,863889,
2262,863897,-4.94256,863897,52,863897,63025,863897,
2253,863901,-4.865679999999999,863901,51,863901,62998,863899,
2154,863905,-4.48128,863905,51,863905,62998,863899,
2117,863907,-4.94256,863907,52,863907,63013,863907,
2013,863925,-4.7888,863925,52,863925,62892,863919,
2368,863941,-4.94256,863941,51,863941,62398,863939,
1966,863971,-4.865679999999999,863971,51,863971,61984,863972,
1979,863977,-4.94256,863977,51,863977,61984,863972,
1970,863979,-4.94256,863979,52,863979,62009,863979,
1888,863997,-4.94256,863997,51,863997,61918,863992,
1891,863999,-4.865679999999999,863999,51,863999,61978,863999,
1830,864031,-4.94256,864031,51,864031,61984,864031,
1988,864047,-4.865679999999999,864047,51,864047,62007,864041,
1924,864049,-4.865679999999999,864049,51,864049,62024,864049,
2076,864067,-4.865679999999999,864067,51,864067,62061,864061,
2057,864089,-4.7888,864089,51,864089,62115,864089,
2084,864091,-4.94256,864091,51,864091,62118,864091,
2107,864099,-5.0194399999999995,864099,51,864099,62136,864099,
2076,864101,-4.94256,864101,51,864101,62129,864101,
1962,864107,-4.7888,864107,51,864107,62129,864101,
1946,864109,-4.94256,864109,52,864109,62156,864109,
1887,864129,-4.94256,864129,52,864129,62187,864129,
1978,864151,-4.94256,864151,51,864151,62296,864151,
2009,864171,-4.94256,864171,51,864171,62375,864171,
2208,864197,-4.865679999999999,864197,51,864197,62415,864191,
1995,864231,-4.865679999999999,864231,51,864231,62403,864231,
2254,864241,-4.94256,864241,51,864241,62397,864240,
2164,864245,-4.94256,864245,52,864245,62397,864240,
2088,864247,-4.865679999999999,864247,51,864247,62379,864248,
2013,864249,-4.94256,864249,50,864249,62359,864250,
2076,864266,-4.94256,864266,51,864266,62350,864260,
2090,864267,-4.865679999999999,864267,51,864267,62341,864268,
2112,864269,-4.94256,864269,51,864269,62350,864270,
1915,864287,-4.94256,864287,50,864287,62345,864287,
1914,864309,-4.94256,864309,51,864309,62411,864309,
2164,864321,-4.94256,864321,51,864321,62402,864319,
2275,864361,-4.865679999999999,864361,52,864361,62497,864359,
2257,864365,-4.865679999999999,864365,51,864365,62497,864359,
2164,864369,-4.865679999999999,864369,51,864369,62534,864369,
1951,864409,-4.865679999999999,864409,51,864409,62663,864409,
1998,864411,-4.94256,864411,51,864411,62671,864412,
1769,864429,-5.0194399999999995,864429,51,864429,62760,864429,
1878,864435,-4.94256,864435,51,864435,62742,864436,
1938,864467,-5.0194399999999995,864467,51,864467,62848,864467,
2112,864481,-4.94256,864481,51,864481,62833,864481,
1952,864489,-4.94256,864489,52,864489,62842,864489,
1987,864491,-4.94256,864491,50,864491,62858,864491,
2176,864501,-4.865679999999999,864501,52,864501,62877,864501,
2211,864511,-4.94256,864511,51,864511,62877,864501,
2825,864531,-4.865679999999999,864531,51,864531,62907,864532,
977,864551,-4.94256,864551,51,864551,62959,864551,
2171,864577,-6.78768,864577,52,864577,62960,864561,
2176,864601,-6.09576,864601,52,864601,62986,864601,
1982,864607,-4.0968800000000005,864607,51,864607,62986,864601,
2081,864627,-3.2512000000000008,864627,53,864627,63005,864621,
2052,864629,2.361040000000001,864629,53,864629,63011,864629,
2126,864641,-1.8673599999999997,864641,51,864641,63029,864641,
2144,864681,-0.2528799999999993,864681,52,864681,63121,864681,
2040,864691,3.052959999999999,864691,52,864691,63105,864691,
2328,864701,2.9760799999999996,864701,52,864701,63098,864700,
2131,864705,4.206160000000001,864705,52,864705,63098,864700,
2033,864707,-3.9431200000000004,864707,52,864707,63086,864707,
1992,864711,0.8234399999999997,864711,52,864711,63144,864709,
2316,864721,-0.6372800000000005,864721,52,864721,63147,864719,
2076,864729,2.0535200000000007,864729,51,864729,63120,864729,
2129,864749,2.361040000000001,864749,52,864749,62888,864749,
2165,864765,2.361040000000001,864765,53,864765,62589,864759,
2226,864779,3.052959999999999,864779,51,864779,62220,864779,
2066,864799,3.4373600000000017,864799,52,864799,62055,864799,
2053,864801,3.4373600000000017,864801,51,864801,62055,864799,
1706,864809,4.744320000000002,864809,51,864809,62023,864809,
1715,864811,2.9760799999999996,864811,50,864811,62023,864809,
1853,864815,0.9771999999999998,864815,51,864815,62023,864809,
1922,864817,0.9003200000000007,864817,51,864817,62047,864817,
1945,864819,4.667439999999999,864819,51,864819,62018,864819,
1953,864837,5.4362400000000015,864837,52,864837,62044,864837,
2018,864839,1.8228799999999996,864839,51,864839,62049,864839,
1865,864851,4.513680000000001,864851,52,864851,62044,864849,
1871,864867,-1.6367200000000004,864867,52,864867,62066,864867,
1964,864889,2.43792,864889,51,864889,62154,864889,
1963,864907,1.7460000000000004,864907,51,864907,62108,864902,
1898,864911,2.59168,864911,52,864911,62132,864912,
2016,864915,4.052399999999999,864915,52,864915,62132,864912,
1953,864951,3.59112,864951,52,864951,62289,864952,
2141,864957,4.667439999999999,864957,51,864957,62289,864952,
2149,864961,5.128720000000001,864961,51,864961,62334,864961,
2114,864981,2.59168,864981,52,864981,62436,864981,
1939,864987,0.6696799999999996,864987,51,864987,62436,864981,
2158,864999,2.8223200000000013,864999,52,864999,62485,864999,
1981,865029,1.7460000000000004,865029,52,865029,62527,865029,
2205,865041,1.9766399999999997,865041,52,865041,62493,865041,
2027,865061,2.0535200000000007,865061,51,865061,62473,865061,
2004,865071,2.668560000000001,865071,51,865071,62416,865071,
1978,865089,3.821760000000001,865089,52,865089,62396,865089,
2038,865091,0.9771999999999998,865091,52,865091,62382,865091,
1877,865111,0.5928000000000004,865111,51,865111,62436,865111,
2004,865131,4.89808,865131,51,865131,62475,865131,
2108,865137,3.2836,865137,51,865137,62475,865131,
2056,865171,2.514800000000001,865171,52,865171,62596,865170,
2085,865175,-2.097999999999999,865175,52,865175,62596,865170,
2214,865195,3.744880000000002,865195,53,865195,62649,865189,
2257,865217,1.4384800000000002,865217,51,865217,62740,865217,
2317,865221,1.5922400000000003,865221,51,865221,62724,865219,
2218,865225,3.1298400000000015,865225,52,865225,62724,865219,
2085,865255,4.744320000000002,865255,52,865255,62813,865249,
2172,865259,3.6679999999999993,865259,52,865259,62800,865259,
2142,865261,1.5153600000000012,865261,51,865261,62800,865259,
1982,865267,1.0540800000000008,865267,51,865267,62819,865267,
1973,865269,4.513680000000001,865269,52,865269,62807,865269,
1886,865287,4.667439999999999,865287,51,865287,62847,865287,
1856,865289,2.28416,865289,51,865289,62867,865289,
2166,865315,2.9760799999999996,865315,52,865315,62908,865309,
1966,865331,3.2067200000000007,865331,51,865331,62945,865329,
2119,865335,1.28472,865335,52,865335,62945,865329,
2146,865365,3.8986400000000003,865365,52,865365,62999,865366,
2214,865367,1.8997600000000006,865367,51,865367,62999,865366,
2350,865369,1.207840000000001,865369,52,865369,63001,865369,
2522,865371,5.359359999999999,865371,52,865371,62957,865372,
2876,865387,-1.098559999999999,865387,53,865387,63038,865382,
1041,865409,2.59168,865409,51,865409,63063,865409,
1819,865417,5.974399999999999,865417,51,865417,63064,865412,
2114,865437,3.59112,865437,52,865437,63087,865432,
2182,865441,1.7460000000000004,865441,52,865441,63100,865442,
2014,865447,1.207840000000001,865447,51,865447,63110,865447,
2167,865461,0.9771999999999998,865461,52,865461,63111,865461,
2004,865469,3.59112,865469,52,865469,63116,865469,
2161,865521,2.361040000000001,865521,51,865521,63139,865522,
2043,865525,-0.17600000000000016,865525,52,865525,63139,865522,
2054,865531,4.89808,865531,51,865531,63159,865532,
2176,865535,2.668560000000001,865535,52,865535,63159,865532,
2232,865537,5.28248,865537,51,865537,63157,865537,
2250,865541,5.513120000000001,865541,51,865541,63138,865540,
2193,865561,3.744880000000002,865561,51,865561,63193,865560,
2036,865567,0.9771999999999998,865567,51,865567,63191,865568,
2037,865569,6.2819199999999995,865569,51,865569,63208,865570,
2076,865571,2.8223200000000013,865571,51,865571,63208,865570,
2216,865576,2.8992000000000004,865576,52,865576,63208,865570,
2147,865591,3.052959999999999,865591,51,865591,63163,865590,
2205,865596,1.9766399999999997,865596,52,865596,63163,865590,
2309,865621,2.28416,865621,52,865621,62575,865620,
2104,865626,6.051280000000002,865626,52,865626,62575,865620,
1801,865666,2.9760799999999996,865666,52,865666,62140,865660,
1681,865669,4.436800000000002,865669,51,865669,62128,865670,
1840,865676,4.359919999999999,865676,51,865676,62128,865670,
2125,865717,3.59112,865717,51,865717,62173,865710,
1944,865725,4.744320000000002,865725,52,865725,62182,865719,
1962,865767,5.743760000000002,865767,51,865767,62237,865767,
2104,865775,4.436800000000002,865775,52,865775,62262,865769,
2122,865779,0.5159199999999995,865779,51,865779,62276,865779,
2073,865781,6.358800000000002,865781,51,865781,62276,865779,
1981,865785,5.666879999999999,865785,52,865785,62276,865779,
1998,865787,2.59168,865787,51,865787,62279,865787,
2001,865805,4.821200000000001,865805,51,865805,62345,865799,
2042,865811,-1.4060799999999993,865811,51,865811,62384,865812,
2165,865815,2.8223200000000013,865815,51,865815,62384,865812,
2177,865819,2.8992000000000004,865819,52,865819,62443,865817,
2187,865839,1.8997600000000006,865839,52,865839,62510,865839,
1994,865845,3.4373600000000017,865845,51,865845,62471,865842,
1892,865849,5.28248,865849,52,865849,62560,865849,
1907,865851,3.8986400000000003,865851,51,865851,62515,865852,
2138,865857,2.8223200000000013,865857,51,865857,62586,865857,
2171,865859,5.513120000000001,865859,52,865859,62586,865857,
2174,865861,4.052399999999999,865861,51,865861,62610,865862,
2120,865877,2.9760799999999996,865877,52,865877,62581,865871,
2169,865901,5.4362400000000015,865901,51,865901,62591,865901,
1922,865947,6.512560000000001,865947,51,865947,62587,865941,
1912,865951,3.2067200000000007,865951,52,865951,62580,865951,
2120,865957,4.436800000000002,865957,51,865957,62580,865951,
2162,865959,1.8997600000000006,865959,52,865959,62593,865959,
2156,865961,6.666319999999999,865961,52,865961,62573,865961,
1982,865967,4.052399999999999,865967,51,865967,62573,865961,
2050,865989,6.128160000000001,865989,51,865989,62580,865989,
2283,866021,6.820080000000001,866021,51,866021,62611,866021,
2179,866081,6.2819199999999995,866081,51,866081,62828,866081,
1894,866089,3.8986400000000003,866089,51,866089,62835,866089,
1940,866091,5.051840000000002,866091,51,866091,62865,866091,
1913,866111,2.207280000000001,866111,52,866111,62895,866110,
2161,866116,3.8986400000000003,866116,51,866116,62895,866110,
1930,866147,4.744320000000002,866147,51,866147,62959,866147,
1917,866151,2.668560000000001,866151,51,866151,62930,866149,
2105,866155,6.666319999999999,866155,52,866155,62930,866149,
2485,866199,4.28304,866199,52,866199,63001,866199,
2563,866201,6.89696,866201,51,866201,63001,866199,
2712,866205,5.513120000000001,866205,52,866205,63001,866199,
2802,866207,4.129280000000001,866207,52,866207,63025,866207,
1470,866227,3.9755199999999995,866227,52,866227,63052,866227,
1990,866257,2.9760799999999996,866257,52,866257,63073,866257,
2045,866269,4.59056,866269,51,866269,63076,866269,
2110,866301,4.667439999999999,866301,51,866301,63068,866302,
2004,866305,4.359919999999999,866305,52,866305,63068,866302,
2006,866307,7.7426400000000015,866307,52,866307,63068,866302,
2198,866321,5.666879999999999,866321,52,866321,63178,866322,
2037,866329,6.128160000000001,866329,52,866329,63160,866329,
1985,866347,6.358800000000002,866347,53,866347,63187,866342,
2072,866351,3.360479999999999,866351,51,866351,63198,866352,
2248,866357,7.281359999999999,866357,51,866357,63210,866357,
2251,866361,6.051280000000002,866361,52,866361,63168,866362,
2058,866367,7.127600000000001,866367,51,866367,63168,866362,
2041,866369,2.43792,866369,52,866369,63206,866369,
2180,866379,6.20504,866379,52,866379,63211,866379,
2122,866391,4.744320000000002,866391,51,866391,63233,866391,
2317,866419,5.28248,866419,52,866419,63226,866419,
2283,866421,7.20448,866421,53,866421,63205,866421,
2320,866439,4.436800000000002,866439,52,866439,63091,866439,
2010,866471,3.744880000000002,866471,52,866471,62372,866471,
2006,866481,5.359359999999999,866481,52,866481,62291,866481,
1870,866487,7.5120000000000005,866487,51,866487,62291,866481,
1877,866489,1.5153600000000012,866489,52,866489,62273,866489,
1880,866501,5.4362400000000015,866501,51,866501,62222,866501,
1797,866511,4.974959999999999,866511,52,866511,62222,866501,
1936,866515,7.358240000000002,866515,52,866515,62244,866515,
1744,866531,5.051840000000002,866531,51,866531,62251,866529,
1940,866535,4.513680000000001,866535,51,866535,62251,866529,
1990,866545,4.436800000000002,866545,52,866545,62279,866539,
1934,866547,8.050160000000002,866547,51,866547,62285,866547,
1952,866587,5.4362400000000015,866587,52,866587,62393,866587,
2182,866599,5.666879999999999,866599,51,866599,62364,866599,
2156,866601,8.127040000000001,866601,51,866601,62364,866599,
2029,866605,6.051280000000002,866605,51,866605,62364,866599,
1997,866607,6.20504,866607,51,866607,62427,866607,
1986,866627,2.59168,866627,51,866627,62453,866627,
2013,866651,5.128720000000001,866651,52,866651,62560,866649,
2084,866657,8.81896,866657,51,866657,62554,866657,
2022,866667,7.127600000000001,866667,52,866667,62621,866667,
2052,866669,3.59112,866669,52,866669,62641,866670,
2118,866671,9.28024,866671,52,866671,62641,866670,
1836,866687,4.513680000000001,866687,51,866687,62653,866687,
2049,866711,6.58944,866711,51,866711,62696,866708,
