ECG_VALUE,ECG_TIME,BPM_VALUE,BPM_TIME,AUX_VALUE,AUX_TIME,PPG_VALUE,PPG_TIME
2053,208811,51.3336,208811,53,208811,64103,208812,
2033,208818,49.25784,208818,56,208818,64103,208812,
2038,208819,48.41216,208819,54,208819,64132,208819,
2053,208841,48.41216,208841,52,208841,64252,208841,
2057,208858,48.950320000000005,208858,53,208858,64293,208851,
2057,208859,48.950320000000005,208859,53,208859,64291,208859,
2105,208871,49.796,208871,55,208871,64315,208871,
2081,208881,45.952000000000005,208881,55,208881,64283,208881,
2130,208888,51.717999999999996,208888,53,208888,64283,208881,
2093,208901,52.71744,208901,54,208901,64251,208901,
2153,208908,50.9492,208908,54,208908,64251,208901,
2160,208909,51.64112000000001,208909,54,208909,64309,208909,
2129,208919,52.102399999999996,208919,54,208919,64277,208919,
2128,208921,51.564240000000005,208921,54,208921,64236,208921,
2150,208928,49.10408,208928,53,208928,64236,208921,
2154,208929,53.48624,208929,53,208929,64226,208929,
2079,208941,52.794320000000006,208941,53,208941,64214,208941,
1932,208961,52.333040000000004,208961,53,208961,64205,208961,
2019,208971,51.64112000000001,208971,53,208971,64193,208971,
2024,208981,49.719120000000004,208981,54,208981,64202,208981,
2080,208989,52.25616,208989,56,208989,64238,208989,
2073,208991,51.79488,208991,53,208991,64227,208991,
2017,209001,55.25448000000001,209001,53,209001,64256,209001,
2065,209009,53.25560000000001,209009,53,209009,64286,209010,
2035,209017,49.87288,209017,54,209017,64310,209017,
2090,209027,54.56256,209027,54,209027,64319,209027,
2049,209041,53.947520000000004,209041,54,209041,64377,209040,
2258,209047,53.87064,209047,53,209047,64364,209047,
2351,209049,52.64056,209049,53,209049,64401,209049,
2444,209051,55.562000000000005,209051,53,209051,64401,209049,
2569,209071,49.796,209071,54,209071,64399,209070,
1846,209097,52.71744,209097,56,209097,64411,209097,
1907,209099,52.87120000000001,209099,53,209099,64409,209100,
2099,209109,54.02440000000001,209109,54,209109,64452,209110,
2107,209111,54.71632,209111,54,209111,64452,209110,
2114,209131,54.40880000000001,209131,53,209131,64469,209130,
2096,209135,54.331920000000004,209135,53,209135,64469,209130,
2107,209155,57.8684,209155,53,209155,64498,209150,
2100,209157,51.64112000000001,209157,53,209157,64532,209157,
2096,209159,57.945280000000004,209159,53,209159,64511,209160,
2154,209167,56.63832,209167,54,209167,64517,209167,
2158,209169,54.87008000000001,209169,54,209169,64514,209170,
2148,209171,53.02496,209171,54,209171,64514,209170,
2087,209179,56.48456000000001,209179,54,209179,64520,209180,
2143,209187,57.79152,209187,56,209187,64506,209187,
2109,209195,56.56144,209195,55,209195,64527,209190,
2100,209197,56.63832,209197,56,209197,64531,209198,
2099,209199,57.8684,209199,55,209199,64531,209198,
2161,209215,57.0996,209215,59,209215,64532,209216,
2157,209217,56.17704,209217,56,209217,64532,209216,
2148,209219,56.63832,209219,57,209219,64502,209219,
2213,209229,56.63832,209229,59,209229,64594,209227,
2230,209247,54.56256,209247,56,209247,64564,209246,
2227,209251,57.63776000000001,209251,56,209251,64505,209252,
2245,209261,54.02440000000001,209261,56,209261,64509,209262,
2249,209265,57.02272,209265,56,209265,64509,209262,
2253,209267,58.71408,209267,55,209267,64509,209262,
2248,209269,57.176480000000005,209269,57,209269,64588,209269,
2196,209281,59.71352000000001,209281,56,209281,64473,209282,
2187,209285,59.7904,209285,56,209285,64473,209282,
2176,209287,57.63776000000001,209287,55,209287,64473,209282,
2161,209289,58.56032,209289,56,209289,64413,209289,
1990,209301,58.94472,209301,56,209301,63914,209302,
1963,209311,56.94584,209311,54,209311,63702,209311,
1868,209331,62.55808,209331,54,209331,63463,209331,
1869,209341,58.56032,209341,54,209341,63409,209341,
1892,209351,56.10016000000001,209351,55,209351,63386,209351,
1899,209357,59.32912000000001,209357,54,209357,63386,209351,
1921,209361,61.02048,209361,56,209361,63382,209361,
1977,209379,59.175360000000005,209379,53,209379,63434,209379,
2064,209389,60.405440000000006,209389,53,209389,63460,209389,
2058,209391,61.40488,209391,54,209391,63465,209391,
1976,209397,60.1748,209397,56,209397,63465,209391,
1976,209399,61.40488,209399,54,209399,63487,209399,
2089,209411,61.02048,209411,53,209411,63558,209411,
2040,209419,57.79152,209419,56,209419,63547,209419,
2084,209431,59.71352000000001,209431,56,209431,63639,209431,
2117,209447,63.71128000000001,209447,53,209447,63689,209441,
2064,209461,62.63496,209461,54,209461,63831,209461,
2068,209471,64.0188,209471,54,209471,63900,209471,
2053,209477,62.48120000000001,209477,54,209477,63900,209471,
2066,209481,63.557520000000004,209481,54,209481,63973,209481,
2061,209501,64.7876,209501,54,209501,64093,209501,
2081,209511,65.63328000000001,209511,54,209511,64169,209512,
2038,209521,64.48008000000002,209521,56,209521,64206,209521,
2112,209531,64.09568000000002,209531,54,209531,64193,209529,
2058,209535,64.86448000000001,209535,56,209535,64193,209529,
2035,209537,64.55696,209537,55,209537,64223,209538,
2105,209567,62.86560000000001,209567,54,209567,64256,209567,
2073,209575,65.78703999999999,209575,56,209575,64225,209569,
2057,209585,65.32576,209585,54,209585,64287,209579,
2090,209591,65.71016,209591,53,209591,64299,209589,
2056,209595,63.40376,209595,52,209595,64299,209589,
2101,209607,65.40263999999999,209607,54,209607,64215,209607,
2036,209615,67.094,209615,54,209615,64202,209609,
2065,209621,63.557520000000004,209621,53,209621,64171,209619,
2112,209625,65.9408,209625,56,209625,64171,209619,
2092,209645,67.094,209645,54,209645,64169,209639,
2141,209649,65.40263999999999,209649,54,209649,64175,209649,
2118,209665,66.17143999999999,209665,54,209665,64172,209659,
2169,209671,63.63440000000001,209671,53,209671,64180,209669,
2156,209681,67.24776,209681,53,209681,64215,209679,
2091,209697,68.63159999999999,209697,54,209697,64279,209697,
2104,209709,71.93744000000001,209709,54,209709,64311,209709,
2094,209711,63.25000000000001,209711,56,209711,64311,209709,
2036,209725,65.09512000000001,209725,54,209725,64258,209722,
1952,209741,69.32352,209741,53,209741,64382,209739,
2005,209745,71.78368,209745,54,209745,64335,209746,
2035,209749,70.39984000000001,209749,53,209749,64337,209749,
1992,209757,68.70848000000001,209757,53,209757,64415,209757,
2050,209771,71.16864000000001,209771,53,209771,64398,209771,
2008,209777,68.70848000000001,209777,54,209777,64398,209771,
2019,209779,67.24776,209779,53,209779,64403,209779,
2028,209801,67.01712,209801,53,209801,64474,209801,
2558,209821,72.47560000000001,209821,49,209821,64516,209821,
2344,209841,68.24719999999999,209841,55,209841,64536,209841,
1272,209847,72.62935999999999,209847,53,209847,64536,209841,
862,209851,69.63104000000001,209851,54,209851,64537,209851,
2003,209871,73.24440000000001,209871,54,209871,64546,209871,
2043,209877,71.32240000000002,209877,53,209877,64546,209871,
2065,209881,73.01375999999999,209881,54,209881,64560,209881,
2088,209887,71.09176,209887,53,209887,64560,209881,
2090,209889,74.85888,209889,53,209889,64524,209889,
2061,209899,73.32128,209899,54,209899,64512,209899,
2080,209901,74.16696000000002,209901,54,209901,64515,209901,
2150,209909,69.63104000000001,209909,53,209909,64522,209909,
2050,209919,72.16808,209919,53,209919,64538,209919,
2073,209921,72.47560000000001,209921,54,209921,64535,209921,
2108,209941,72.78312,209941,53,209941,64569,209941,
2140,209947,77.01151999999999,209947,54,209947,64569,209941,
2083,209957,73.78256000000002,209957,54,209957,64582,209951,
2094,209959,73.85944,209959,54,209959,64583,209959,
2118,209961,72.47560000000001,209961,55,209961,64578,209961,
2164,209967,70.32296,209967,54,209967,64578,209961,
2097,209977,76.01208,209977,56,209977,64594,209971,
2106,209979,73.24440000000001,209979,56,209979,64576,209979,
2186,209991,75.55080000000001,209991,57,209991,64623,209991,
2144,210001,76.93464,210001,57,210001,64634,210000,
2241,210011,76.85776000000001,210011,57,210011,64637,210009,
2224,210021,73.62880000000001,210021,56,210021,64641,210019,
2256,210025,70.24608,210025,58,210025,64641,210019,
2195,210039,73.93632,210039,54,210039,64618,210039,
2205,210041,80.47112000000001,210041,55,210041,64618,210039,
2229,210047,77.31904,210047,56,210047,64651,210047,
2224,210049,76.24271999999999,210049,54,210049,64609,210049,
2104,210061,73.24440000000001,210061,54,210061,64592,210059,
2097,210067,78.16472000000002,210067,53,210067,64467,210067,
1977,210075,76.93464,210075,53,210075,64346,210069,
1955,210079,73.16752,210079,55,210079,63964,210079,
1964,210081,80.9324,210081,53,210081,63964,210079,
1902,210091,75.85831999999999,210091,54,210091,63681,210089,
1813,210095,80.9324,210095,54,210095,63681,210089,
1797,210097,75.24328,210097,53,210097,63617,210097,
1803,210099,82.54688000000002,210099,54,210099,63543,210099,
1897,210107,80.70176000000001,210107,53,210107,63507,210107,
1854,210115,75.16640000000001,210115,54,210115,63464,210109,
1848,210117,81.85496,210117,53,210117,63442,210117,
1852,210119,73.85944,210119,53,210119,63431,210119,
1871,210121,80.548,210121,53,210121,63431,210119,
1920,210137,75.47391999999999,210137,54,210137,63389,210137,
1983,210145,78.85664,210145,55,210145,63425,210139,
2006,210149,80.39424,210149,53,210149,63440,210149,
1977,210155,74.78200000000001,210155,54,210155,63440,210149,
2001,210161,81.00928000000002,210161,53,210161,63482,210159,
2063,210165,80.08672000000001,210165,53,210165,63482,210159,
2012,210175,84.0076,210175,52,210175,63526,210172,
2095,210185,79.24104,210185,52,210185,63580,210186,
2107,210187,79.24104,210187,52,210187,63580,210186,
2036,210197,81.77808000000002,210197,53,210197,63696,210197,
2074,210211,83.16192000000001,210211,53,210211,63767,210209,
2045,210219,81.00928000000002,210219,53,210219,63747,210219,
2107,210225,81.54744,210225,53,210225,63803,210222,
2108,210227,80.31736000000001,210227,52,210227,63803,210222,
2102,210229,83.46943999999999,210229,53,210229,63867,210229,
2082,210231,76.31960000000001,210231,53,210231,63883,210232,
2092,210247,84.08448000000001,210247,52,210247,63948,210242,
2104,210249,78.08784,210249,53,210249,63951,210249,
2051,210261,80.70176000000001,210261,52,210261,64048,210261,
2097,210271,77.31904,210271,53,210271,64120,210271,
2052,210281,83.77696,210281,53,210281,64175,210281,
2089,210289,77.8572,210289,53,210289,64196,210289,
2041,210299,82.00872000000001,210299,52,210299,64241,210299,
2058,210301,83.2388,210301,53,210301,64258,210301,
2038,210317,83.93072000000001,210317,53,210317,64291,210311,
2109,210331,83.31568000000001,210331,53,210331,64309,210331,
2052,210341,82.31624,210341,54,210341,64334,210341,
2142,210347,79.16416000000001,210347,54,210347,64334,210341,
2088,210351,82.70063999999999,210351,54,210351,64357,210351,
2106,210369,81.7012,210369,53,210369,64328,210369,
2093,210371,85.00704000000002,210371,53,210371,64324,210371,
2049,210377,84.7764,210377,54,210377,64324,210371,
2090,210381,85.69896,210381,54,210381,64316,210381,
2128,210387,82.70063999999999,210387,53,210387,64316,210381,
2121,210389,86.54464000000002,210389,54,210389,64343,210389,
2078,210401,83.31568000000001,210401,53,210401,64336,210401,
2089,210409,86.314,210409,54,210409,64340,210409,
2065,210411,86.92904000000001,210411,52,210411,64345,210411,
2089,210421,88.92792,210421,54,210421,64351,210421,
2106,210439,85.46832,210439,53,210439,64350,210439,
2200,210449,87.08279999999999,210449,56,210449,64349,210449,
2144,210459,84.23823999999999,210459,54,210459,64336,210459,
2155,210461,88.77416,210461,54,210461,64395,210461,
2099,210471,86.69839999999999,210471,53,210471,64406,210470,
2045,210475,87.39032,210475,53,210475,64406,210470,
2030,210477,86.23712,210477,53,210477,64377,210478,
2037,210479,88.46664000000001,210479,53,210479,64384,210480,
2105,210486,86.69839999999999,210486,54,210486,64384,210480,
1985,210499,85.46832,210499,52,210499,64423,210500,
2003,210511,87.08279999999999,210511,52,210511,64466,210512,
2014,210521,83.54632000000001,210521,52,210521,64485,210520,
2036,210525,84.0076,210525,54,210525,64485,210520,
2012,210539,84.392,210539,52,210539,64478,210540,
2090,210545,89.77360000000002,210545,53,210545,64478,210540,
2094,210547,88.77416,210547,53,210547,64481,210547,
2078,210549,87.23656,210549,53,210549,64492,210550,
2066,210561,83.77696,210561,53,210561,64516,210560,
2078,210569,88.62040000000002,210569,54,210569,64512,210570,
2035,210579,84.23823999999999,210579,53,210579,64528,210580,
2060,210581,92.31064,210581,53,210581,64528,210580,
2268,210589,89.92736,210589,53,210589,64550,210590,
2632,210597,87.23656,210597,53,210597,64536,210597,
2750,210599,92.84880000000001,210599,54,210599,64559,210599,
1539,210619,85.69896,210619,53,210619,64579,210619,
1570,210635,89.15856,210635,52,210635,64580,210629,
1687,210637,86.08336,210637,52,210637,64582,210637,
2093,210651,90.84992,210651,52,210651,64583,210652,
2059,210655,87.85159999999999,210655,53,210655,64583,210652,
2054,210661,92.61816000000002,210661,53,210661,64554,210662,
2079,210681,88.62040000000002,210681,53,210681,64672,210679,
2112,210685,93.00256000000002,210685,54,210685,64606,210686,
2126,210687,91.46495999999999,210687,53,210687,64606,210686,
2118,210695,89.23544000000001,210695,53,210695,64638,210692,
2114,210697,94.84768,210697,54,210697,64680,210697,
2061,210716,95.30896000000001,210716,53,210716,64632,210712,
2112,210721,85.23768000000001,210721,55,210721,64710,210722,
2132,210731,91.08055999999999,210731,54,210731,64673,210732,
2109,210739,87.08279999999999,210739,54,210739,64650,210740,
2130,210759,96.07776000000001,210759,57,210759,64734,210760,
2161,210761,89.31232,210761,56,210761,64641,210762,
2160,210771,93.69448,210771,57,210771,64660,210772,
2253,210791,95.15520000000001,210791,58,210791,64702,210792,
2208,210801,93.92511999999999,210801,60,210801,64725,210802,
2234,210809,93.23320000000001,210809,62,210809,64670,210810,
2210,210821,97.15408,210821,58,210821,64718,210822,
2166,210829,96.15464,210829,57,210829,64696,210830,
2086,210839,101.84376,210839,56,210839,64718,210840,
1915,210861,100.07552000000001,210861,56,210861,64686,210861,
1930,210866,95.84712000000002,210866,55,210866,64686,210861,
1812,210877,93.84824,210877,56,210877,64643,210878,
1812,210879,101.69,210879,56,210879,64520,210880,
1965,210906,97.15408,210906,54,210906,64001,210900,
1949,210911,98.84544,210911,54,210911,63940,210910,
1975,210921,96.76968,210921,54,210921,63882,210920,
2021,210931,98.46104,210931,52,210931,63836,210930,
2026,210941,101.61312000000001,210941,52,210941,63811,210940,
2090,210947,100.61368000000002,210947,52,210947,63753,210948,
2019,210957,96.15464,210957,52,210957,63793,210958,
2092,210971,99.84488000000002,210971,52,210971,63828,210970,
2012,210976,98.76856000000001,210976,52,210976,63828,210970,
1999,210977,103.91952,210977,52,210977,63828,210970,
2002,210979,95.15520000000001,210979,51,210979,63854,210979,
2117,210987,100.69056,210987,52,210987,63860,210987,
2126,210989,101.99752000000001,210989,51,210989,63860,210989,
2107,210991,98.53792000000001,210991,50,210991,63860,210989,
2107,211005,99.768,211005,53,211005,63967,210999,
2118,211027,102.0744,211027,52,211027,63992,211027,
2053,211059,97.30784,211059,54,211059,64096,211059,
2121,211065,102.76632000000001,211065,52,211065,64096,211059,
2073,211071,99.768,211071,52,211071,64163,211069,
2019,211077,100.07552000000001,211077,50,211077,64134,211077,
2092,211091,102.38192000000001,211091,54,211091,64211,211089,
2029,211095,100.45992000000001,211095,53,211095,64211,211089,
2048,211101,106.22592,211101,53,211101,64221,211099,
2096,211105,103.2276,211105,52,211105,64221,211099,
2116,211107,104.15016,211107,53,211107,64228,211107,
2096,211111,103.07384000000002,211111,52,211111,64238,211112,
2045,211115,99.84488000000002,211115,53,211115,64238,211112,
2024,211117,100.38304,211117,53,211117,64308,211117,
2019,211119,105.22648000000001,211119,53,211119,64308,211117,
2114,211131,104.7652,211131,52,211131,64334,211129,
2027,211137,101.53623999999999,211137,52,211137,64285,211136,
2109,211165,97.61536000000001,211165,53,211165,64345,211166,
2116,211169,104.30392,211169,53,211169,64340,211169,
2121,211179,101.92063999999999,211179,53,211179,64415,211177,
